"season","week","franchise_id","points","potential","off","division","conference","allplay","def"
2020,1,"0001",251.7,277.9,118.7,"00","00",0.935483870967742,133
2020,1,"0002",158.8,215.7,88.4,"00","00",0.161290322580645,70.4
2020,1,"0003",157.9,196.9,79.3,"00","00",0.129032258064516,78.6
2020,1,"0004",136,206.3,36.7,"00","00",0,99.3
2020,1,"0005",225.9,281.8,114.3,"01","00",0.806451612903226,111.6
2020,1,"0006",146.6,194.8,73.9,"01","00",0.032258064516129,72.7
2020,1,"0007",253.1,292,166.6,"01","00",0.967741935483871,86.5
2020,1,"0008",190,229.5,100.1,"01","00",0.451612903225806,89.9
2020,1,"0009",198.8,233.8,89.6,"02","00",0.483870967741935,109.2
2020,1,"0010",176.5,235.3,87.3,"02","00",0.32258064516129,89.2
2020,1,"0011",208.3,260.4,122.2,"02","00",0.580645161290323,86.1
2020,1,"0012",209.4,233.2,81.9,"02","00",0.612903225806452,127.5
2020,1,"0013",175.4,213.1,77.9,"03","00",0.290322580645161,97.5
2020,1,"0014",178.9,234,108.3,"03","00",0.354838709677419,70.6
2020,1,"0015",258.2,302.6,155.1,"03","00",1,103.1
2020,1,"0016",224.5,279.5,99.7,"03","00",0.774193548387097,124.8
2020,1,"0017",220.9,238.2,124.6,"04","01",0.741935483870968,96.3
2020,1,"0018",220.2,302.9,90,"04","01",0.709677419354839,130.2
2020,1,"0019",154.5,246.3,57,"04","01",0.0645161290322581,97.5
2020,1,"0020",169.5,212,83,"04","01",0.258064516129032,86.5
2020,1,"0021",182.2,228.3,94.2,"05","01",0.387096774193548,88
2020,1,"0022",227.8,268.1,131.5,"05","01",0.838709677419355,96.3
2020,1,"0023",216.1,260.9,123.4,"05","01",0.67741935483871,92.7
2020,1,"0024",157.6,198.8,79.4,"05","01",0.0967741935483871,78.2
2020,1,"0025",214,226.6,138.3,"06","01",0.645161290322581,75.7
2020,1,"0026",230.2,251.7,135.2,"06","01",0.903225806451613,95
2020,1,"0027",229.9,273.4,146.1,"06","01",0.870967741935484,83.8
2020,1,"0028",198.9,258,81.4,"06","01",0.516129032258065,117.5
2020,1,"0029",187.9,201.7,92.2,"07","01",0.419354838709677,95.7
2020,1,"0030",204.8,254.4,119.4,"07","01",0.548387096774194,85.4
2020,1,"0031",160.9,215.3,63.9,"07","01",0.193548387096774,97
2020,1,"0032",167.2,212.2,79.6,"07","01",0.225806451612903,87.6
2020,2,"0001",232,313.2,162.7,"00","00",0.516129032258065,69.3
2020,2,"0002",254.6,278.6,122,"00","00",0.870967741935484,132.6
2020,2,"0003",134.9,170.5,77.2,"00","00",0.032258064516129,57.7
2020,2,"0004",136.4,221.5,54.1,"00","00",0.0645161290322581,82.3
2020,2,"0005",240.1,264.4,102.5,"01","00",0.67741935483871,137.6
2020,2,"0006",210.8,264.6,152.4,"01","00",0.32258064516129,58.4
2020,2,"0007",249,287.9,121.8,"01","00",0.774193548387097,127.2
2020,2,"0008",237.6,296.3,91,"01","00",0.612903225806452,146.6
2020,2,"0009",214.3,253.7,83.1,"02","00",0.354838709677419,131.2
2020,2,"0010",192.4,242.4,134.2,"02","00",0.193548387096774,58.2
2020,2,"0011",257.8,321.1,144,"02","00",0.935483870967742,113.8
2020,2,"0012",215.9,240.9,112,"02","00",0.387096774193548,103.9
2020,2,"0013",128.8,189.1,62.6,"03","00",0,66.2
2020,2,"0014",163.1,211.2,75.1,"03","00",0.0967741935483871,88
2020,2,"0015",219.3,295,134.3,"03","00",0.451612903225806,85
2020,2,"0016",263.9,298.7,160,"03","00",0.967741935483871,103.9
2020,2,"0017",231,243.2,139.5,"04","01",0.483870967741935,91.5
2020,2,"0018",171.7,229.6,58.1,"04","01",0.129032258064516,113.6
2020,2,"0019",264,322.6,152.9,"04","01",1,111.1
2020,2,"0020",251.8,282.3,156.1,"04","01",0.806451612903226,95.7
2020,2,"0021",218.8,249.7,110.8,"05","01",0.419354838709677,108
2020,2,"0022",244.5,283.1,134,"05","01",0.709677419354839,110.5
2020,2,"0023",201.2,261.7,127.3,"05","01",0.225806451612903,73.9
2020,2,"0024",210.7,285.3,116.5,"05","01",0.290322580645161,94.2
2020,2,"0025",239,272.7,167.2,"06","01",0.645161290322581,71.8
2020,2,"0026",247.5,269.7,166.4,"06","01",0.741935483870968,81.1
2020,2,"0027",256.7,279.8,155.3,"06","01",0.903225806451613,101.4
2020,2,"0028",233.9,250.1,111.9,"06","01",0.548387096774194,122
2020,2,"0029",252.3,294,118.1,"07","01",0.838709677419355,134.2
2020,2,"0030",208,239.2,94.2,"07","01",0.258064516129032,113.8
2020,2,"0031",235.1,275.9,135.8,"07","01",0.580645161290323,99.3
2020,2,"0032",173.4,231.3,95.8,"07","01",0.161290322580645,77.6
2020,3,"0001",231.9,295.8,115.4,"00","00",0.709677419354839,116.5
2020,3,"0002",187.1,217.1,126.3,"00","00",0.32258064516129,60.8
2020,3,"0003",204.8,271,113.2,"00","00",0.483870967741935,91.6
2020,3,"0004",157.4,192,69.9,"00","00",0.032258064516129,87.5
2020,3,"0005",244.6,268.5,132.9,"01","00",0.82258064516129,111.7
2020,3,"0006",174.1,230.5,96.8,"01","00",0.225806451612903,77.3
2020,3,"0007",166.2,207.1,82.9,"01","00",0.161290322580645,83.3
2020,3,"0008",254.8,280.6,122.3,"01","00",0.935483870967742,132.5
2020,3,"0009",239.1,258.4,95,"02","00",0.741935483870968,144.1
2020,3,"0010",161.8,203.1,72.4,"02","00",0.0967741935483871,89.4
2020,3,"0011",239.2,284.9,146.3,"02","00",0.774193548387097,92.9
2020,3,"0012",195.6,238.5,83.8,"02","00",0.387096774193548,111.8
2020,3,"0013",259.6,278,122.7,"03","00",1,136.9
2020,3,"0014",154.1,238.2,68.3,"03","00",0,85.8
2020,3,"0015",158,205.5,69.4,"03","00",0.0645161290322581,88.6
2020,3,"0016",247.5,272.1,157.5,"03","00",0.903225806451613,90
2020,3,"0017",216.3,244.3,147.3,"04","01",0.645161290322581,69
2020,3,"0018",244.7,258.1,124.6,"04","01",0.870967741935484,120.1
2020,3,"0019",170,246.5,52.3,"04","01",0.193548387096774,117.7
2020,3,"0020",255.1,268.5,144.6,"04","01",0.967741935483871,110.5
2020,3,"0021",211.1,253,79.1,"05","01",0.612903225806452,132
2020,3,"0022",206.9,256.2,107,"05","01",0.548387096774194,99.9
2020,3,"0023",164.6,247.1,76.3,"05","01",0.129032258064516,88.3
2020,3,"0024",197.2,256.6,95.2,"05","01",0.419354838709677,102
2020,3,"0025",208.3,236.5,127.4,"06","01",0.580645161290323,80.9
2020,3,"0026",200.1,225.7,109.1,"06","01",0.451612903225806,91
2020,3,"0027",194.1,282.2,93.1,"06","01",0.354838709677419,101
2020,3,"0028",184.6,222.6,89.2,"06","01",0.258064516129032,95.4
2020,3,"0029",230.2,247.4,140.8,"07","01",0.67741935483871,89.4
2020,3,"0030",206.7,233.7,69.3,"07","01",0.516129032258065,137.4
2020,3,"0031",244.6,268.5,134.1,"07","01",0.82258064516129,110.5
2020,3,"0032",186.5,239.3,98.5,"07","01",0.290322580645161,88
2020,4,"0001",207.5,266.6,131.1,"00","00",0.580645161290323,76.4
2020,4,"0002",222.4,265.3,126.2,"00","00",0.806451612903226,96.2
2020,4,"0003",212.5,253.9,119.7,"00","00",0.645161290322581,92.8
2020,4,"0004",214.5,227.7,111,"00","00",0.67741935483871,103.5
2020,4,"0005",162.5,179.5,85.5,"01","00",0.225806451612903,77
2020,4,"0006",138.4,187.2,73.7,"01","00",0,64.7
2020,4,"0007",239.7,262.1,184.9,"01","00",0.838709677419355,54.8
2020,4,"0008",154.7,222.4,66.1,"01","00",0.129032258064516,88.6
2020,4,"0009",216.7,254,114.9,"02","00",0.741935483870968,101.8
2020,4,"0010",156.3,186.9,92,"02","00",0.161290322580645,64.3
2020,4,"0011",280.3,295.3,178.5,"02","00",1,101.8
2020,4,"0012",184.6,210.8,78.9,"02","00",0.354838709677419,105.7
2020,4,"0013",179.5,241.8,81.2,"03","00",0.32258064516129,98.3
2020,4,"0014",218,248.7,145.4,"03","00",0.774193548387097,72.6
2020,4,"0015",194.2,222.9,143,"03","00",0.419354838709677,51.2
2020,4,"0016",149.4,209.4,63.9,"03","00",0.0645161290322581,85.5
2020,4,"0017",254,261.1,164.6,"04","01",0.935483870967742,89.4
2020,4,"0018",175.6,213.1,90.2,"04","01",0.290322580645161,85.4
2020,4,"0019",208.7,244.2,136.1,"04","01",0.612903225806452,72.6
2020,4,"0020",254.9,258.2,166.1,"04","01",0.967741935483871,88.8
2020,4,"0021",205.8,266.3,124.4,"05","01",0.548387096774194,81.4
2020,4,"0022",248.8,255.7,144.8,"05","01",0.870967741935484,104
2020,4,"0023",142.4,178.9,55.8,"05","01",0.032258064516129,86.6
2020,4,"0024",198.6,268,111.2,"05","01",0.451612903225806,87.4
2020,4,"0025",161.3,221.3,53.5,"06","01",0.193548387096774,107.8
2020,4,"0026",215.7,285.7,137,"06","01",0.709677419354839,78.7
2020,4,"0027",253.5,277.2,161.3,"06","01",0.903225806451613,92.2
2020,4,"0028",186.6,219,99.9,"06","01",0.387096774193548,86.7
2020,4,"0029",203.3,222,100.6,"07","01",0.516129032258065,102.7
2020,4,"0030",150.7,187.3,79.2,"07","01",0.0967741935483871,71.5
2020,4,"0031",199,207.9,127,"07","01",0.483870967741935,72
2020,4,"0032",169.7,211.1,117.8,"07","01",0.258064516129032,51.9
2020,5,"0001",140.8,213.2,57,"00","00",0.0645161290322581,83.8
2020,5,"0002",181.3,260.3,95,"00","00",0.419354838709677,86.3
2020,5,"0003",189.5,196.9,94.1,"00","00",0.548387096774194,95.4
2020,5,"0004",119.6,149.3,63.1,"00","00",0,56.5
2020,5,"0005",250.9,292.6,104,"01","00",0.967741935483871,146.9
2020,5,"0006",240.7,265.1,155.8,"01","00",0.919354838709677,84.9
2020,5,"0007",177.4,205.9,101.3,"01","00",0.387096774193548,76.1
2020,5,"0008",236.5,262.6,125.4,"01","00",0.870967741935484,111.1
2020,5,"0009",204.9,256.7,107,"02","00",0.67741935483871,97.9
2020,5,"0010",162,172.8,112.4,"02","00",0.258064516129032,49.6
2020,5,"0011",133.1,186.5,93,"02","00",0.032258064516129,40.1
2020,5,"0012",240.7,246,124.8,"02","00",0.919354838709677,115.9
2020,5,"0013",195.3,213.2,87.2,"03","00",0.580645161290323,108.1
2020,5,"0014",169,275.7,96.8,"03","00",0.32258064516129,72.2
2020,5,"0015",189.3,202.6,102,"03","00",0.516129032258065,87.3
2020,5,"0016",188.4,224.7,122.4,"03","00",0.483870967741935,66
2020,5,"0017",161.2,184.6,103.4,"04","01",0.225806451612903,57.8
2020,5,"0018",163.8,175.2,76.3,"04","01",0.290322580645161,87.5
2020,5,"0019",202.2,232.2,110.2,"04","01",0.612903225806452,92
2020,5,"0020",219.8,240.8,95.5,"04","01",0.741935483870968,124.3
2020,5,"0021",235.3,292.4,150.3,"05","01",0.806451612903226,85
2020,5,"0022",142.7,213.9,55.6,"05","01",0.0967741935483871,87.1
2020,5,"0023",218.8,258.5,80.8,"05","01",0.709677419354839,138
2020,5,"0024",185.3,210.3,106.1,"05","01",0.451612903225806,79.2
2020,5,"0025",257.6,269.1,186.6,"06","01",1,71
2020,5,"0026",202.8,262.4,85.5,"06","01",0.645161290322581,117.3
2020,5,"0027",220.4,287.9,117.8,"06","01",0.774193548387097,102.6
2020,5,"0028",151.2,186.8,92.6,"06","01",0.161290322580645,58.6
2020,5,"0029",235.8,258.8,119.1,"07","01",0.838709677419355,116.7
2020,5,"0030",175.4,178.4,72.7,"07","01",0.354838709677419,102.7
2020,5,"0031",148.8,191.3,72.1,"07","01",0.129032258064516,76.7
2020,5,"0032",161.1,178.7,87.2,"07","01",0.193548387096774,73.9
2020,6,"0001",275,338.8,162.9,"00","00",1,112.1
2020,6,"0002",156.2,177.5,67.2,"00","00",0.225806451612903,89
2020,6,"0003",160.8,172,64.5,"00","00",0.258064516129032,96.3
2020,6,"0004",196,253.8,108.2,"00","00",0.548387096774194,87.8
2020,6,"0005",254.7,267.9,115.5,"01","00",0.903225806451613,139.2
2020,6,"0006",234.4,258.6,128.8,"01","00",0.806451612903226,105.6
2020,6,"0007",94.2,149.4,20.9,"01","00",0,73.3
2020,6,"0008",120.3,182,66.4,"01","00",0.032258064516129,53.9
2020,6,"0009",168.2,209.7,38,"02","00",0.32258064516129,130.2
2020,6,"0010",211.1,235.5,114.6,"02","00",0.67741935483871,96.5
2020,6,"0011",165.6,216.7,73.2,"02","00",0.290322580645161,92.4
2020,6,"0012",232.4,289.6,87.8,"02","00",0.774193548387097,144.6
2020,6,"0013",234.6,237.4,134.7,"03","00",0.838709677419355,99.9
2020,6,"0014",201.8,231,96.9,"03","00",0.612903225806452,104.9
2020,6,"0015",140.1,208.5,13.9,"03","00",0.0645161290322581,126.2
2020,6,"0016",183.9,190.6,73.2,"03","00",0.419354838709677,110.7
2020,6,"0017",180.9,206.7,76,"04","01",0.354838709677419,104.9
2020,6,"0018",208.8,293.5,69.2,"04","01",0.645161290322581,139.6
2020,6,"0019",200.8,265.4,93.2,"04","01",0.580645161290323,107.6
2020,6,"0020",150.2,188.5,50.5,"04","01",0.161290322580645,99.7
2020,6,"0021",260.3,288.6,138.9,"05","01",0.935483870967742,121.4
2020,6,"0022",146.7,204,54.8,"05","01",0.129032258064516,91.9
2020,6,"0023",190.6,208.3,93.4,"05","01",0.483870967741935,97.2
2020,6,"0024",195.6,221.8,75.1,"05","01",0.516129032258065,120.5
2020,6,"0025",237.1,266.1,135.9,"06","01",0.870967741935484,101.2
2020,6,"0026",185.2,209.5,109.6,"06","01",0.451612903225806,75.6
2020,6,"0027",181.2,209.6,103.7,"06","01",0.387096774193548,77.5
2020,6,"0028",141.7,156.2,45.7,"06","01",0.0967741935483871,96
2020,6,"0029",262.2,280.7,92.1,"07","01",0.967741935483871,170.1
2020,6,"0030",221.3,245.8,117,"07","01",0.709677419354839,104.3
2020,6,"0031",230.4,256.2,91.1,"07","01",0.741935483870968,139.3
2020,6,"0032",155.5,207.9,51.9,"07","01",0.193548387096774,103.6
2020,7,"0001",286.2,320.3,130.2,"00","00",0.967741935483871,156
2020,7,"0002",159,188.5,93.7,"00","00",0.129032258064516,65.3
2020,7,"0003",297.6,303,164,"00","00",1,133.6
2020,7,"0004",172.4,210.5,95.7,"00","00",0.225806451612903,76.7
2020,7,"0005",251.9,284.1,142.1,"01","00",0.935483870967742,109.8
2020,7,"0006",209.2,235.5,137.1,"01","00",0.67741935483871,72.1
2020,7,"0007",177.6,193.1,101,"01","00",0.290322580645161,76.6
2020,7,"0008",217.4,245.2,128.7,"01","00",0.774193548387097,88.7
2020,7,"0009",186.4,243.7,88,"02","00",0.387096774193548,98.4
2020,7,"0010",179.1,199.9,86.3,"02","00",0.32258064516129,92.8
2020,7,"0011",187.7,191.4,111.8,"02","00",0.419354838709677,75.9
2020,7,"0012",187.9,226.9,77,"02","00",0.451612903225806,110.9
2020,7,"0013",146.2,230.8,75.1,"03","00",0.032258064516129,71.1
2020,7,"0014",199.2,209,106.9,"03","00",0.580645161290323,92.3
2020,7,"0015",192.8,233.2,104.6,"03","00",0.516129032258065,88.2
2020,7,"0016",162,210.2,89.2,"03","00",0.161290322580645,72.8
2020,7,"0017",218.8,248.6,150.6,"04","01",0.806451612903226,68.2
2020,7,"0018",203,240,106.5,"04","01",0.612903225806452,96.5
2020,7,"0019",214.3,247.9,128,"04","01",0.741935483870968,86.3
2020,7,"0020",155.3,204.8,51.8,"04","01",0.0645161290322581,103.5
2020,7,"0021",185.1,224,105.3,"05","01",0.354838709677419,79.8
2020,7,"0022",220.1,225.2,111.1,"05","01",0.838709677419355,109
2020,7,"0023",229.5,259.7,93.1,"05","01",0.903225806451613,136.4
2020,7,"0024",158.1,183.4,70.9,"05","01",0.0967741935483871,87.2
2020,7,"0025",194.2,257,110.4,"06","01",0.548387096774194,83.8
2020,7,"0026",163,222.6,77.3,"06","01",0.193548387096774,85.7
2020,7,"0027",213.1,240.6,115.7,"06","01",0.709677419354839,97.4
2020,7,"0028",172.8,177.3,95.4,"06","01",0.258064516129032,77.4
2020,7,"0029",207.8,238.3,114.7,"07","01",0.645161290322581,93.1
2020,7,"0030",123,160.5,46.1,"07","01",0,76.9
2020,7,"0031",189,207.3,74.4,"07","01",0.483870967741935,114.6
2020,7,"0032",225.5,258.8,139,"07","01",0.870967741935484,86.5
2020,8,"0001",254.9,268.6,123.4,"00","00",0.935483870967742,131.5
2020,8,"0002",200.4,250.4,131.9,"00","00",0.645161290322581,68.5
2020,8,"0003",218.2,235.2,78.2,"00","00",0.806451612903226,140
2020,8,"0004",174.2,250.4,35,"00","00",0.387096774193548,139.2
2020,8,"0005",293.8,328.5,153.6,"01","00",0.967741935483871,140.2
2020,8,"0006",178,216.9,65.6,"01","00",0.483870967741935,112.4
2020,8,"0007",109.8,159.1,30.9,"01","00",0.032258064516129,78.9
2020,8,"0008",154.3,195.5,79.7,"01","00",0.193548387096774,74.6
2020,8,"0009",164.7,212.4,49.1,"02","00",0.290322580645161,115.6
2020,8,"0010",89.3,138.4,10.3,"02","00",0,79
2020,8,"0011",164.5,202.2,106.5,"02","00",0.258064516129032,58
2020,8,"0012",214.3,236.4,87.3,"02","00",0.774193548387097,127
2020,8,"0013",176.7,204,92.2,"03","00",0.451612903225806,84.5
2020,8,"0014",182.4,186,80,"03","00",0.548387096774194,102.4
2020,8,"0015",210,228.5,121.6,"03","00",0.709677419354839,88.4
2020,8,"0016",170.7,202.3,78.6,"03","00",0.354838709677419,92.1
2020,8,"0017",225.1,262.5,116.4,"04","01",0.838709677419355,108.7
2020,8,"0018",229.2,265.5,121.7,"04","01",0.870967741935484,107.5
2020,8,"0019",136.9,184.3,49.1,"04","01",0.0967741935483871,87.8
2020,8,"0020",142.2,196,47.5,"04","01",0.161290322580645,94.7
2020,8,"0021",170.4,170.4,84.1,"05","01",0.32258064516129,86.3
2020,8,"0022",212.2,237.2,82.5,"05","01",0.741935483870968,129.7
2020,8,"0023",130,146.1,76.6,"05","01",0.0645161290322581,53.4
2020,8,"0024",138.7,204.3,54.7,"05","01",0.129032258064516,84
2020,8,"0025",155.1,188.3,85.3,"06","01",0.225806451612903,69.8
2020,8,"0026",200.6,216.4,109.9,"06","01",0.67741935483871,90.7
2020,8,"0027",238.7,324.6,101.2,"06","01",0.903225806451613,137.5
2020,8,"0028",176.4,212.2,86.7,"06","01",0.419354838709677,89.7
2020,8,"0029",312.4,319.9,132.5,"07","01",1,179.9
2020,8,"0030",185.6,215.8,85.7,"07","01",0.580645161290323,99.9
2020,8,"0031",194.6,223.4,76.6,"07","01",0.612903225806452,118
2020,8,"0032",179.5,211.6,79.9,"07","01",0.516129032258065,99.6
2020,9,"0001",169.9,210.2,81.8,"00","00",0.193548387096774,88.1
2020,9,"0002",178,218.8,144.4,"00","00",0.258064516129032,33.6
2020,9,"0003",209.7,224.9,103.1,"00","00",0.612903225806452,106.6
2020,9,"0004",217.4,255.6,119.9,"00","00",0.774193548387097,97.5
2020,9,"0005",248.2,271.1,136.6,"01","00",0.935483870967742,111.6
2020,9,"0006",191.9,199.6,107.6,"01","00",0.419354838709677,84.3
2020,9,"0007",209,230,132.2,"01","00",0.580645161290323,76.8
2020,9,"0008",192.6,205.3,71.1,"01","00",0.451612903225806,121.5
2020,9,"0009",205.4,219.5,89.7,"02","00",0.516129032258065,115.7
2020,9,"0010",179.4,223.1,105.7,"02","00",0.290322580645161,73.7
2020,9,"0011",176.9,216.4,98.3,"02","00",0.225806451612903,78.6
2020,9,"0012",164.9,174.8,57,"02","00",0.161290322580645,107.9
2020,9,"0013",141.4,167,83.7,"03","00",0.0967741935483871,57.7
2020,9,"0014",281.3,289.4,139.3,"03","00",1,142
2020,9,"0015",151.5,185.9,116.9,"03","00",0.129032258064516,34.6
2020,9,"0016",122.4,186.8,29.5,"03","00",0.0645161290322581,92.9
2020,9,"0017",230.1,257.6,97.7,"04","01",0.838709677419355,132.4
2020,9,"0018",101,204.3,-3.1,"04","01",0,104.1
2020,9,"0019",214.9,237.5,116.7,"04","01",0.741935483870968,98.2
2020,9,"0020",187.5,198.5,86.3,"04","01",0.387096774193548,101.2
2020,9,"0021",248.1,253.1,148.8,"05","01",0.903225806451613,99.3
2020,9,"0022",255.1,282.5,121.9,"05","01",0.967741935483871,133.2
2020,9,"0023",184.4,213.7,86.2,"05","01",0.354838709677419,98.2
2020,9,"0024",182.4,198.6,115,"05","01",0.32258064516129,67.4
2020,9,"0025",197.8,201.3,120.7,"06","01",0.483870967741935,77.1
2020,9,"0026",211.9,229.8,141.4,"06","01",0.67741935483871,70.5
2020,9,"0027",235.3,243,137.2,"06","01",0.870967741935484,98.1
2020,9,"0028",214.3,253.6,111.7,"06","01",0.709677419354839,102.6
2020,9,"0029",209.9,250.7,109.1,"07","01",0.645161290322581,100.8
2020,9,"0030",206.5,211.9,136.9,"07","01",0.548387096774194,69.6
2020,9,"0031",220.2,236.1,116.2,"07","01",0.806451612903226,104
2020,9,"0032",114.4,131,41.4,"07","01",0.032258064516129,73
2020,10,"0001",196.5,231.2,121.5,"00","00",0.709677419354839,75
2020,10,"0002",130.1,178.3,38.2,"00","00",0,91.9
2020,10,"0003",152.6,188,62.4,"00","00",0.161290322580645,90.2
2020,10,"0004",216.8,239.3,125.7,"00","00",0.903225806451613,91.1
2020,10,"0005",197.4,247.2,75.4,"01","00",0.741935483870968,122
2020,10,"0006",162.5,191.3,90.4,"01","00",0.32258064516129,72.1
2020,10,"0007",150.6,175.5,67.3,"01","00",0.129032258064516,83.3
2020,10,"0008",191.7,230.9,91.2,"01","00",0.645161290322581,100.5
2020,10,"0009",139.7,195.2,61.2,"02","00",0.032258064516129,78.5
2020,10,"0010",215.9,254.1,115,"02","00",0.870967741935484,100.9
2020,10,"0011",153.5,189.6,42.9,"02","00",0.193548387096774,110.6
2020,10,"0012",214.4,251.6,124.9,"02","00",0.82258064516129,89.5
2020,10,"0013",158.6,232.4,102.6,"03","00",0.258064516129032,56
2020,10,"0014",156.7,173.7,66.8,"03","00",0.225806451612903,89.9
2020,10,"0015",144.1,160.8,76.1,"03","00",0.0645161290322581,68
2020,10,"0016",234,264.9,125,"03","00",0.967741935483871,109
2020,10,"0017",163.4,203.8,57.2,"04","01",0.354838709677419,106.2
2020,10,"0018",219.6,274.9,149.4,"04","01",0.935483870967742,70.2
2020,10,"0019",193.2,226.3,78.4,"04","01",0.67741935483871,114.8
2020,10,"0020",173.3,195.2,76.5,"04","01",0.516129032258065,96.8
2020,10,"0021",163.5,180.7,78.7,"05","01",0.387096774193548,84.8
2020,10,"0022",253.2,271.6,129,"05","01",1,124.2
2020,10,"0023",150.4,177.2,65.4,"05","01",0.0967741935483871,85
2020,10,"0024",162.1,204,101.6,"05","01",0.290322580645161,60.5
2020,10,"0025",186.5,230.4,80.8,"06","01",0.580645161290323,105.7
2020,10,"0026",191.4,227.6,123.9,"06","01",0.612903225806452,67.5
2020,10,"0027",214.4,269.9,91.3,"06","01",0.82258064516129,123.1
2020,10,"0028",171.3,196.9,68.3,"06","01",0.451612903225806,103
2020,10,"0029",209,239.7,110.8,"07","01",0.774193548387097,98.2
2020,10,"0030",172.4,204.5,88.7,"07","01",0.483870967741935,83.7
2020,10,"0031",165.4,181.1,62.9,"07","01",0.419354838709677,102.5
2020,10,"0032",185.5,223.2,109.5,"07","01",0.548387096774194,76
2020,11,"0001",164.6,252.7,44.6,"00","00",0.258064516129032,120
2020,11,"0002",252.5,297.1,141.8,"00","00",0.935483870967742,110.7
2020,11,"0003",97.7,175.4,31.4,"00","00",0.032258064516129,66.3
2020,11,"0004",220.4,256.6,100.4,"00","00",0.741935483870968,120
2020,11,"0005",193.8,229.9,85.4,"01","00",0.451612903225806,108.4
2020,11,"0006",198.8,232.4,135,"01","00",0.483870967741935,63.8
2020,11,"0007",200,207.6,144,"01","00",0.548387096774194,56
2020,11,"0008",127.8,181.8,64.9,"01","00",0.0967741935483871,62.9
2020,11,"0009",248.8,274.1,117.1,"02","00",0.903225806451613,131.7
2020,11,"0010",236.9,248.3,88.5,"02","00",0.870967741935484,148.4
2020,11,"0011",130.4,175.2,67.3,"02","00",0.129032258064516,63.1
2020,11,"0012",121.6,140.7,64.1,"02","00",0.0645161290322581,57.5
2020,11,"0013",219.7,253.9,117.7,"03","00",0.709677419354839,102
2020,11,"0014",188.6,201.9,81.4,"03","00",0.387096774193548,107.2
2020,11,"0015",175.6,220.6,100.8,"03","00",0.32258064516129,74.8
2020,11,"0016",187.7,200.2,79.3,"03","00",0.354838709677419,108.4
2020,11,"0017",190.4,213.3,91.3,"04","01",0.419354838709677,99.1
2020,11,"0018",225.5,247.6,86.2,"04","01",0.774193548387097,139.3
2020,11,"0019",210.4,223.1,130,"04","01",0.645161290322581,80.4
2020,11,"0020",166.9,187.8,67.7,"04","01",0.290322580645161,99.2
2020,11,"0021",236.6,258.1,157.3,"05","01",0.838709677419355,79.3
2020,11,"0022",215.5,260.3,108.3,"05","01",0.67741935483871,107.2
2020,11,"0023",161.7,179.7,72.3,"05","01",0.225806451612903,89.4
2020,11,"0024",256.1,279.6,127.1,"05","01",0.967741935483871,129
2020,11,"0025",229,249.7,112.8,"06","01",0.806451612903226,116.2
2020,11,"0026",152.8,165.1,86.1,"06","01",0.193548387096774,66.7
2020,11,"0027",266.7,288.5,170.5,"06","01",1,96.2
2020,11,"0028",200.3,233,81,"06","01",0.580645161290323,119.3
2020,11,"0029",207.8,235.3,82.8,"07","01",0.612903225806452,125
2020,11,"0030",131.1,179.3,72.7,"07","01",0.161290322580645,58.4
2020,11,"0031",199.8,219.9,121.2,"07","01",0.516129032258065,78.6
2020,11,"0032",97.4,149.2,49.9,"07","01",0,47.5
2020,12,"0001",174.1,230.1,84.5,"00","00",0.258064516129032,89.6
2020,12,"0002",222.5,262.2,145.8,"00","00",0.709677419354839,76.7
2020,12,"0003",150.7,171.6,62.4,"00","00",0.129032258064516,88.3
2020,12,"0004",216.6,256.2,96.5,"00","00",0.645161290322581,120.1
2020,12,"0005",271.6,322.4,153.6,"01","00",1,118
2020,12,"0006",210.8,230.2,148.3,"01","00",0.612903225806452,62.5
2020,12,"0007",157,186.2,43.2,"01","00",0.161290322580645,113.8
2020,12,"0008",207.7,270.1,89.9,"01","00",0.548387096774194,117.8
2020,12,"0009",176.6,265.2,59.7,"02","00",0.290322580645161,116.9
2020,12,"0010",177.2,237.1,43.7,"02","00",0.32258064516129,133.5
2020,12,"0011",224.3,235.3,117.9,"02","00",0.741935483870968,106.4
2020,12,"0012",244.5,297.9,70.4,"02","00",0.935483870967742,174.1
2020,12,"0013",186.9,206.3,117.7,"03","00",0.387096774193548,69.2
2020,12,"0014",138.4,197.9,48.1,"03","00",0.0645161290322581,90.3
2020,12,"0015",257.7,307.5,125.8,"03","00",0.967741935483871,131.9
2020,12,"0016",203.7,243.7,113.7,"03","00",0.483870967741935,90
2020,12,"0017",230.5,246.1,119.3,"04","01",0.774193548387097,111.2
2020,12,"0018",236.9,287.1,87.6,"04","01",0.870967741935484,149.3
2020,12,"0019",237.4,303.3,147.1,"04","01",0.903225806451613,90.3
2020,12,"0020",180.1,231.6,68,"04","01",0.354838709677419,112.1
2020,12,"0021",217.1,260.2,142,"05","01",0.67741935483871,75.1
2020,12,"0022",232.8,252.1,95.2,"05","01",0.806451612903226,137.6
2020,12,"0023",204.5,236.6,80.5,"05","01",0.516129032258065,124
2020,12,"0024",147.9,206,89.4,"05","01",0.0967741935483871,58.5
2020,12,"0025",172.3,232.8,67.5,"06","01",0.225806451612903,104.8
2020,12,"0026",171.4,187.7,57.8,"06","01",0.193548387096774,113.6
2020,12,"0027",188.9,287.7,66.6,"06","01",0.419354838709677,122.3
